文件名,状态,发票号,系列,访问密钥,业务性质,协议号,开票日期,进出日期,发件人,发件人CNPJ,收货方,收货方证件号,收货方IE,收货地址,收货区,收货城市,收货州,收货邮编,总金额,ICMS,ICMS基数,ST基数,ICMS ST,IPI,运费,保险,折扣,其他费用,运费方式,承运人,承运人证件号,承运人IE,车牌,车辆UF,RNTC,件数,包装种类,包装标记,包装编号,毛重,净重,付款汇总,提货地证件号,提货地址,提货区,提货城市,提货州,提货邮编,附加信息,平台,Pedido,订单号,商品编码,国内编码,商品描述,NCM,CST,CFOP,单位,数量,单价,总价,ICMS基数,ICMS金额,ICMS税率,IPI金额,IPI税率,折扣
35260139969890000180550020000439781333201513-nfe.pdf,Active,000.043.978,002,35260139969890000180550020000439781333201513,销售 (Venda) | Venda de mercadorias,135260005755506,20260102,20260102,NORTE TOOLS COM FERRAMENTAS E MAQUINAS UNIPESSOAL LTDA,39.969.890/0001-80,GUBIT SERVICOS E SOLUCOES EM TECNOLOGIA LTDA,38.337.958/0001-45,0580159701,"Rua Jose Stortti, 064",Centro,Guaiba,RS,92704-330,89.89,3.60,89.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0-Por conta do Rem,,,,ENDEREÇO,CN,,0,MARCA,NUMERAÇÃO,PESO BRUTO,0.20,0.20,,,,,,,,"Tributos aproximados: R$ 19,05 (Federal) e R$ 16,18 (Estadual). Fonte: IBPT 1C2537<br />Endereco: Pedido: 2000014516598332",Mercado Livre,2000014516598332,2000014516598332,S8-A-40M,,"Medidor de Distancia A Laser Digital Alta Precisao 40M S8A Base FCP: 89,89 - Percentual FCP: 2,00% - Valor FCP:",90153000,100,6108,un,1.00,89.89,89.89,89.89,3.60,4.00,,,0.00
